,zone,month,min_value,min_model,median_value,median_model,max_value,max_model,confidence_intervals
152,Altai krai,Temp_min_jun,11.591393299089424,BCC-CSM2-MR,12.578433876177137,MRI-ESM2-0,13.400918845824576,UKESM1-0-LL,"(12.190984244873025, 12.876397906985545)"
153,Altay Prefecture,Temp_min_jun,12.07611429988662,CMCC-ESM2,13.122474568531116,FIO-ESM-2-0,13.643021502582515,ACCESS-CM2,"(12.69944469613396, 13.35087996542582)"
154,BayanUlgii,Temp_min_jun,3.778606629740712,CMCC-ESM2,5.044489224554954,FIO-ESM-2-0,5.760619436919504,UKESM1-0-LL,"(4.512608765210112, 5.236045769351687)"
155,Bortala Mongol AP,Temp_min_jun,11.18359375,CMCC-ESM2,12.000811466781036,FIO-ESM-2-0,12.712414223331256,ACCESS-CM2,"(11.692635208919784, 12.286010411971334)"
156,Changji Hui AP,Temp_min_jun,15.154693066324391,CMCC-ESM2,15.957733589165969,EC-Earth3-Veg,16.650251466890193,ACCESS-CM2,"(15.675195771695105, 16.301965926754182)"
157,East Kazakhstan Region,Temp_min_jun,11.35686726454015,CMCC-ESM2,12.501981818524854,FIO-ESM-2-0,13.052626282954316,UKESM1-0-LL,"(11.974197922796945, 12.64284251154985)"
158,Govi-Altai,Temp_min_jun,11.230362140191898,CMCC-ESM2,12.104306869669507,GISS-E2-1-G,12.9484116804371,UKESM1-0-LL,"(11.780745875200132, 12.418269649853173)"
159,Ili Kazakh Autonomous Prefecture,Temp_min_jun,11.914472387975682,CMCC-ESM2,12.875298180308487,FIO-ESM-2-0,13.504430484406663,ACCESS-CM2,"(12.515910143732425, 13.133713717404186)"
160,Khovd,Temp_min_jun,10.4340699188469,CMCC-ESM2,11.6133910186531,EC-Earth3-Veg,12.199535186531008,MRI-ESM2-0,"(11.193735739100145, 11.814382832008981)"
161,Pavlodar Region,Temp_min_jun,13.734327686729706,BCC-CSM2-MR,14.726222176476838,GFDL-ESM4,15.710358119953252,UKESM1-0-LL,"(14.344157336219816, 15.049846508095133)"
162,Tyva Republic,Temp_min_jun,4.983030647273593,CMCC-ESM2,5.983085835185332,FIO-ESM-2-0,6.79532477776014,UKESM1-0-LL,"(5.478240372724129, 6.13585836908688)"
163,Uvs,Temp_min_jun,8.797916144789578,CMCC-ESM2,10.272825338176352,GISS-E2-1-G,10.94350732715431,UKESM1-0-LL,"(9.775688754440733, 10.490363060728065)"
164,Zavkhan,Temp_min_jun,6.213198404579488,CMCC-ESM2,7.216089152011144,FIO-ESM-2-0,7.670764952986244,MRI-ESM2-0,"(6.830241012201427, 7.3885964688792205)"
165,Almaty Region,Temp_min_jun_std,4.716054612133836,GISS-E2-1-G,4.821267882220955,MRI-ESM2-0,4.93338012547751,EC-Earth3-Veg,"(4.785423719757057, 4.859908176656566)"
166,Altai Republic,Temp_min_jun_std,2.747461876908935,MRI-ESM2-0,2.7790398788892627,UKESM1-0-LL,2.889588461239445,GFDL-ESM4,"(2.7719483185378055, 2.8207945739004)"
167,Altai krai,Temp_min_jun_std,1.5170259474286754,MRI-ESM2-0,1.6094642184941423,UKESM1-0-LL,1.7100516722626788,GFDL-ESM4,"(1.5794324836481366, 1.6416168182407735)"
168,Altay Prefecture,Temp_min_jun_std,4.601131268801415,UKESM1-0-LL,4.692707171459135,CMCC-ESM2,4.861448209885321,GFDL-ESM4,"(4.658499205133333, 4.747576557613078)"
169,BayanUlgii,Temp_min_jun_std,2.796671605307511,CMCC-ESM2,2.859032929641535,MPI-ESM1-2-HR,2.9781999886073653,UKESM1-0-LL,"(2.8356678153593338, 2.891952249668197)"
170,Bortala Mongol AP,Temp_min_jun_std,6.903162623156581,UKESM1-0-LL,6.934232642928901,ACCESS-CM2,7.077418768413598,GFDL-ESM4,"(6.919453897858913, 6.977621642658081)"
171,Changji Hui AP,Temp_min_jun_std,4.90625156374862,CMCC-ESM2,4.963890095339649,MPI-ESM1-2-HR,5.006518484696872,EC-Earth3-Veg,"(4.93853544042785, 4.9756436706747555)"
172,East Kazakhstan Region,Temp_min_jun_std,2.9519207610195504,GISS-E2-1-G,3.0158498149799,MPI-ESM1-2-HR,3.20807733266132,GFDL-ESM4,"(2.9976007632119708, 3.0787923884743464)"
173,Govi-Altai,Temp_min_jun_std,3.386860411445984,FIO-ESM-2-0,3.483972171437084,EC-Earth3-Veg,3.5671957479847425,GISS-E2-1-G,"(3.4583146611624755, 3.5112874925706734)"
174,Ili Kazakh Autonomous Prefecture,Temp_min_jun_std,5.849960347612929,CMCC-ESM2,5.888701264751727,FIO-ESM-2-0,5.988667835275847,EC-Earth3-Veg,"(5.875372728893943, 5.930221374904885)"
175,Khovd,Temp_min_jun_std,3.818621838464658,MPI-ESM1-2-HR,3.856656867596425,MIROC6,3.978111863465348,UKESM1-0-LL,"(3.8423055672855306, 3.9004358523633393)"
176,Pavlodar Region,Temp_min_jun_std,0.5476596489740634,CMCC-ESM2,0.5819077086688355,MPI-ESM1-2-HR,0.6176918955625832,INM-CM5-0,"(0.5728511970647537, 0.5969255260627185)"
177,Tyva Republic,Temp_min_jun_std,2.898766224274068,CMCC-ESM2,3.055093581748764,MRI-ESM2-0,3.117694432620054,ACCESS-CM2,"(2.9932893388752086, 3.0736442136068547)"
178,Uvs,Temp_min_jun_std,2.751907503538561,UKESM1-0-LL,2.890243573638442,FIO-ESM-2-0,2.9248158448872377,EC-Earth3-Veg,"(2.841400843425306, 2.898976034802207)"
179,Zavkhan,Temp_min_jun_std,3.230387293698925,GFDL-ESM4,3.3105975991954235,MIROC6,3.391325224171827,MRI-ESM2-0,"(3.2751829139525213, 3.335283249892178)"
180,Almaty Region,Temp_min_jul,16.49768017288413,CMCC-ESM2,17.582957529155017,EC-Earth3-Veg,18.403102196003545,ACCESS-CM2,"(17.14001079405032, 17.866393014069544)"
181,Altai Republic,Temp_min_jul,7.469595647550602,GFDL-ESM4,8.154517453798768,FIO-ESM-2-0,9.34922321886917,UKESM1-0-LL,"(7.854861726869708, 8.583893170376271)"
182,Altai krai,Temp_min_jul,13.870962720834306,GFDL-ESM4,15.080605737800608,FIO-ESM-2-0,16.38267447855864,UKESM1-0-LL,"(14.662324915103172, 15.584871439596688)"
183,Altay Prefecture,Temp_min_jul,14.504307799508693,CMCC-ESM2,15.351966017888635,INM-CM5-0,16.634365551776266,ACCESS-CM2,"(15.138687981680706, 15.923234525926327)"
184,BayanUlgii,Temp_min_jul,5.993467613196595,CMCC-ESM2,6.969195046439628,GISS-E2-1-G,7.895789594620743,UKESM1-0-LL,"(6.656813641550802, 7.37904264491621)"
185,Bortala Mongol AP,Temp_min_jul,13.34017515985652,CMCC-ESM2,14.16812227074236,GFDL-ESM4,15.210730368839677,ACCESS-CM2,"(13.866640596399845, 14.575262206037896)"
186,Changji Hui AP,Temp_min_jul,17.437280621332775,CMCC-ESM2,18.162426982921207,GISS-E2-1-G,19.44046652347024,ACCESS-CM2,"(18.008570044306357, 18.76604217682331)"
187,East Kazakhstan Region,Temp_min_jul,14.007414721271886,CMCC-ESM2,15.11254779633729,MRI-ESM2-0,16.146231636144094,ACCESS-CM2,"(14.673868207124583, 15.48837229940049)"
188,Govi-Altai,Temp_min_jul,13.284924706823029,CMCC-ESM2,14.424550239872069,EC-Earth3-Veg,15.745607342750532,UKESM1-0-LL,"(14.160999507891587, 15.047920222098574)"
189,Ili Kazakh Autonomous Prefecture,Temp_min_jul,14.244280039687007,CMCC-ESM2,15.11412477482549,GISS-E2-1-G,16.26999127448773,ACCESS-CM2,"(14.839464105199145, 15.57624119441287)"
190,Khovd,Temp_min_jul,12.234011627906977,CMCC-ESM2,13.43949703246124,INM-CM5-0,14.689398619186049,ACCESS-CM2,"(13.188129984996426, 14.019741446503282)"
191,Pavlodar Region,Temp_min_jul,16.119720835104122,MPI-ESM1-2-HR,17.03516787080323,FIO-ESM-2-0,18.47820933382916,UKESM1-0-LL,"(16.713667420989793, 17.567415545926423)"
192,Tyva Republic,Temp_min_jul,7.98914968449877,CMCC-ESM2,8.466553645130565,FIO-ESM-2-0,9.726772090046827,UKESM1-0-LL,"(8.295538044251376, 8.951267925544759)"
193,Uvs,Temp_min_jul,11.5370342246994,CMCC-ESM2,12.594328500751503,GISS-E2-1-G,13.785290894288575,UKESM1-0-LL,"(12.384649721310016, 13.154323296841675)"
194,Zavkhan,Temp_min_jul,9.055320063555634,CMCC-ESM2,9.820441733414592,EC-Earth3-Veg,10.868500919597771,ACCESS-CM2,"(9.63141658014236, 10.285729209380673)"
195,Almaty Region,Temp_min_jul_std,4.823256337490158,MPI-ESM1-2-HR,4.891748867294123,CMCC-ESM2,5.033336400811763,EC-Earth3-Veg,"(4.8646831910258275, 4.938875702051305)"
196,Altai Republic,Temp_min_jul_std,2.796334180311661,MRI-ESM2-0,2.844120956744133,ACCESS-CM2,3.0023985941041103,UKESM1-0-LL,"(2.828077807699389, 2.901391065854955)"
197,Altai krai,Temp_min_jul_std,1.4407598157464852,MPI-ESM1-2-HR,1.519101849607687,CMCC-ESM2,1.6368763196463048,BCC-CSM2-MR,"(1.4851459965964846, 1.5590266624361715)"
198,Altay Prefecture,Temp_min_jul_std,4.714332309435431,GISS-E2-1-G,4.795046774985144,MRI-ESM2-0,4.943359130447398,GFDL-ESM4,"(4.757303914060066, 4.8430365179954125)"
199,BayanUlgii,Temp_min_jul_std,2.914837249806495,CMCC-ESM2,2.966510690388492,INM-CM5-0,3.0712577940854087,GFDL-ESM4,"(2.9479256430027982, 3.006048120784823)"
200,Bortala Mongol AP,Temp_min_jul_std,6.64114012583834,UKESM1-0-LL,6.6809640559906445,ACCESS-CM2,6.7745272257701545,EC-Earth3-Veg,"(6.668970360112989, 6.718835914235767)"
201,Changji Hui AP,Temp_min_jul_std,4.958247568270234,GISS-E2-1-G,5.012635154667026,MPI-ESM1-2-HR,5.136851877882984,EC-Earth3-Veg,"(4.987425152457811, 5.046509230476718)"
202,East Kazakhstan Region,Temp_min_jul_std,2.8286488690126106,GISS-E2-1-G,2.918696289575578,MRI-ESM2-0,3.080711113908102,GFDL-ESM4,"(2.8901653356453343, 2.9729448906026716)"
203,Govi-Altai,Temp_min_jul_std,3.2934266667064183,FIO-ESM-2-0,3.343219624380738,MRI-ESM2-0,3.394647830600458,GFDL-ESM4,"(3.3200410994197114, 3.359628371332766)"
204,Ili Kazakh Autonomous Prefecture,Temp_min_jul_std,5.842260212095395,GISS-E2-1-G,5.952501952608795,ACCESS-CM2,6.088579594389775,EC-Earth3-Veg,"(5.917622087571353, 5.996993817586849)"
205,Khovd,Temp_min_jul_std,3.738566591047325,FIO-ESM-2-0,3.779871106698704,HadGEM3-GC31-LL,3.891324633065729,UKESM1-0-LL,"(3.7571134162712343, 3.8138036370955395)"
206,Pavlodar Region,Temp_min_jul_std,0.6308409702790537,MIROC6,0.6454521792240128,FIO-ESM-2-0,0.6877555014172393,CMCC-ESM2,"(0.6387721687754826, 0.6585287839206333)"
207,Tyva Republic,Temp_min_jul_std,2.656956221554704,CMCC-ESM2,2.792263945392916,ACCESS-CM2,2.857521430964989,MRI-ESM2-0,"(2.7531107270555037, 2.813091334614929)"
208,Uvs,Temp_min_jul_std,2.72592944547044,GISS-E2-1-G,2.903700660429085,BCC-CSM2-MR,2.968063474307846,ACCESS-CM2,"(2.855733520393664, 2.930164539407544)"
209,Zavkhan,Temp_min_jul_std,3.0556762691604398,CMCC-ESM2,3.300627671536249,UKESM1-0-LL,3.43853262419814,MRI-ESM2-0,"(3.21552856865185, 3.3496225004620728)"
210,Almaty Region,Temp_min_aug,14.348743435858966,CMCC-ESM2,15.193896840687444,GFDL-ESM4,16.3991743674555,ACCESS-CM2,"(14.906433988734433, 15.645862575354142)"
211,Altai Republic,Temp_min_aug,5.28941084262247,CMCC-ESM2,6.255060134936931,MIROC6,7.532575764520387,UKESM1-0-LL,"(5.894978191028075, 6.704441984215059)"
212,Altai krai,Temp_min_aug,11.346408280800064,CMCC-ESM2,12.545615174332632,MIROC6,13.557551900926144,ACCESS-CM2,"(12.04232479306891, 12.900530307896737)"
213,Altay Prefecture,Temp_min_aug,12.284504716238349,CMCC-ESM2,13.47256176776266,MIROC6,14.868619496409677,ACCESS-CM2,"(13.090715791087995, 13.977867865665313)"
214,BayanUlgii,Temp_min_aug,3.854767922794118,CMCC-ESM2,5.090650396671827,EC-Earth3-Veg,6.016810782701239,ACCESS-CM2,"(4.663472954450004, 5.449315851292436)"
215,Bortala Mongol AP,Temp_min_aug,11.66500311915159,BCC-CSM2-MR,12.5401749161728,EC-Earth3-Veg,13.89301310043668,ACCESS-CM2,"(12.271920146381646, 13.048901277691005)"
216,Changji Hui AP,Temp_min_aug,15.66894285676865,CMCC-ESM2,16.667706805322716,GFDL-ESM4,18.049371660205363,ACCESS-CM2,"(16.358657437236488, 17.220580323902205)"
217,East Kazakhstan Region,Temp_min_aug,11.661370025407528,BCC-CSM2-MR,12.724930506641176,FIO-ESM-2-0,13.866728403602334,ACCESS-CM2,"(12.295769537458256, 13.092272259180909)"
218,Govi-Altai,Temp_min_aug,11.681439065831556,CMCC-ESM2,12.722409714818763,GISS-E2-1-G,14.057442697228144,UKESM1-0-LL,"(12.333765995428067, 13.315850747437278)"
219,Ili Kazakh Autonomous Prefecture,Temp_min_aug,12.43028561979284,CMCC-ESM2,13.42403790672146,FIO-ESM-2-0,14.783225554492232,ACCESS-CM2,"(13.08044302825594, 13.921498154646388)"
220,Khovd,Temp_min_aug,10.20162836119186,CMCC-ESM2,11.517093628875967,GFDL-ESM4,12.879748062015503,ACCESS-CM2,"(11.105253410243701, 12.047480731825466)"
221,Pavlodar Region,Temp_min_aug,13.266287385784103,BCC-CSM2-MR,14.016265804292392,MIROC6,15.197397604122395,UKESM1-0-LL,"(13.699214619099731, 14.468661036773295)"
222,Tyva Republic,Temp_min_aug,5.121326903424875,BCC-CSM2-MR,6.13298674497976,FIO-ESM-2-0,7.384800505000396,UKESM1-0-LL,"(5.769859177968538, 6.563421098014905)"
223,Uvs,Temp_min_aug,9.072204565380762,CMCC-ESM2,10.344669808366731,GISS-E2-1-G,11.496492985971944,UKESM1-0-LL,"(9.952317386470236, 10.815609211918849)"
224,Zavkhan,Temp_min_aug,6.163242207905276,CMCC-ESM2,7.225509587759011,EC-Earth3-Veg,8.21446965327355,ACCESS-CM2,"(6.8577085672339315, 7.580411439228785)"
225,Almaty Region,Temp_min_aug_std,4.48647049208733,MRI-ESM2-0,4.571059371596247,UKESM1-0-LL,4.640205286668524,EC-Earth3-Veg,"(4.538842472283058, 4.594655513742234)"
226,Altai Republic,Temp_min_aug_std,2.7767311106642656,BCC-CSM2-MR,2.859144392067194,GISS-E2-1-G,3.0442527508635795,GFDL-ESM4,"(2.8284750559409555, 2.9208049548091144)"
227,Altai krai,Temp_min_aug_std,1.1896229062975463,INM-CM5-0,1.263347977278495,HadGEM3-GC31-LL,1.316386364184391,BCC-CSM2-MR,"(1.226756347419888, 1.2801291903078176)"
228,Altay Prefecture,Temp_min_aug_std,4.500841382010531,INM-CM5-0,4.629922752735945,CMCC-ESM2,4.814302340224459,GFDL-ESM4,"(4.599327853304605, 4.695261870065312)"
229,BayanUlgii,Temp_min_aug_std,2.854237398279857,INM-CM5-0,2.9019529944277878,MIROC6,3.0235586431725827,GFDL-ESM4,"(2.882526075856146, 2.9427595945037415)"
230,Bortala Mongol AP,Temp_min_aug_std,6.6189626503823735,UKESM1-0-LL,6.645238378685212,BCC-CSM2-MR,6.721223301617991,EC-Earth3-Veg,"(6.628776954976086, 6.669995897498097)"
231,Changji Hui AP,Temp_min_aug_std,4.640183851324145,INM-CM5-0,4.706032281852591,MPI-ESM1-2-HR,4.795772814665612,EC-Earth3-Veg,"(4.679949609809161, 4.736674499134531)"
232,East Kazakhstan Region,Temp_min_aug_std,2.557833243168646,UKESM1-0-LL,2.6439032519603494,BCC-CSM2-MR,2.759250902073977,GFDL-ESM4,"(2.6110209475066206, 2.678822960415788)"
233,Govi-Altai,Temp_min_aug_std,3.3807110812302805,FIO-ESM-2-0,3.448897133315237,ACCESS-CM2,3.503831446791929,UKESM1-0-LL,"(3.420039106231166, 3.4672296007608097)"
234,Ili Kazakh Autonomous Prefecture,Temp_min_aug_std,5.594666455134128,GISS-E2-1-G,5.663886008035054,UKESM1-0-LL,5.814014692876038,EC-Earth3-Veg,"(5.639612067172864, 5.720425902737567)"
235,Khovd,Temp_min_aug_std,3.629161189695568,INM-CM5-0,3.680987022406579,ACCESS-CM2,3.8245669890318026,UKESM1-0-LL,"(3.6732068237102733, 3.74331645421544)"
236,Pavlodar Region,Temp_min_aug_std,0.6330415972835562,HadGEM3-GC31-LL,0.65241276526302,UKESM1-0-LL,0.6784846281011382,BCC-CSM2-MR,"(0.644320835276605, 0.6618157695037736)"
237,Tyva Republic,Temp_min_aug_std,2.552995097334345,CMCC-ESM2,2.708738333928252,INM-CM5-0,2.775251791724297,MRI-ESM2-0,"(2.6655381915721255, 2.7341833234310626)"
238,Uvs,Temp_min_aug_std,2.7473453415119717,GISS-E2-1-G,2.860595604750233,MPI-ESM1-2-HR,2.9503500395061586,ACCESS-CM2,"(2.838941716057039, 2.9056464617859397)"
239,Zavkhan,Temp_min_aug_std,3.006279830500196,GISS-E2-1-G,3.23365227014418,FIO-ESM-2-0,3.403076312071064,MRI-ESM2-0,"(3.1633271963973963, 3.2862653070562318)"
240,Almaty Region,Temp_min_sep,8.64771235422492,BCC-CSM2-MR,9.860043135783949,EC-Earth3-Veg,10.568293706949463,UKESM1-0-LL,"(9.35088481565781, 10.054150392007742)"
241,Altai Republic,Temp_min_sep,0.1742740092860809,CMCC-ESM2,1.0874744615585583,GFDL-ESM4,2.3031093589579057,UKESM1-0-LL,"(0.5802959024562075, 1.4067068939805438)"
242,Altai krai,Temp_min_sep,5.988380661919216,BCC-CSM2-MR,6.741372747879212,MRI-ESM2-0,8.004575988403767,HadGEM3-GC31-LL,"(6.324945799344768, 7.099726672173519)"
243,Altay Prefecture,Temp_min_sep,6.430662832262534,BCC-CSM2-MR,7.474968604339884,GFDL-ESM4,8.53295560122197,HadGEM3-GC31-LL,"(7.11856930607347, 7.8670693938509455)"
244,BayanUlgii,Temp_min_sep,-1.7180806162925697,BCC-CSM2-MR,-0.8401856980456657,MIROC6,0.1204334459806743,UKESM1-0-LL,"(-1.2460327636303385, -0.5318810484060325)"
245,Bortala Mongol AP,Temp_min_sep,6.296693455630068,BCC-CSM2-MR,7.672988025382096,GFDL-ESM4,8.364004990642545,HadGEM3-GC31-LL,"(7.158259999858432, 7.86860313087001)"
246,Changji Hui AP,Temp_min_sep,9.804715331621962,BCC-CSM2-MR,10.677179379715003,['GISS-E2-1-G' 'GFDL-ESM4'],11.713348209608132,HadGEM3-GC31-LL,"(10.320936471272844, 11.07054261949703)"
247,East Kazakhstan Region,Temp_min_sep,5.506429707939224,BCC-CSM2-MR,6.6560023709498894,MRI-ESM2-0,7.5749349089354,HadGEM3-GC31-LL,"(6.17356346882011, 6.939575432270501)"
248,Govi-Altai,Temp_min_sep,5.045287929770789,BCC-CSM2-MR,5.761641707755864,FIO-ESM-2-0,7.329019522921109,UKESM1-0-LL,"(5.579426232428, 6.428963203462603)"
249,Ili Kazakh Autonomous Prefecture,Temp_min_sep,6.711866784648728,BCC-CSM2-MR,7.858157650303985,GFDL-ESM4,8.813897665221797,HadGEM3-GC31-LL,"(7.438416461606262, 8.166711549561526)"
250,Khovd,Temp_min_sep,4.174399300508721,BCC-CSM2-MR,5.022267517562985,MIROC6,6.554515655281008,HadGEM3-GC31-LL,"(4.727318546978178, 5.5802485021609085)"
251,Pavlodar Region,Temp_min_sep,7.083797612090947,BCC-CSM2-MR,7.888907611294092,GISS-E2-1-G,9.307501394496388,HadGEM3-GC31-LL,"(7.55484757985285, 8.381989523558506)"
252,Tyva Republic,Temp_min_sep,-1.2394079515239305,INM-CM5-0,0.0829907116109165,EC-Earth3-Veg,1.3819666987459325,UKESM1-0-LL,"(-0.41136658465210557, 0.4973025687136268)"
253,Uvs,Temp_min_sep,2.67288561497996,CMCC-ESM2,3.6749099762024047,GFDL-ESM4,4.931823803857715,UKESM1-0-LL,"(3.2922224221954033, 4.136481198989274)"
254,Zavkhan,Temp_min_sep,-0.7543792272930089,CMCC-ESM2,0.3510882898882335,GISS-E2-1-G,1.4257356782169597,HadGEM3-GC31-LL,"(-0.09457775194416262, 0.6673848018388295)"
255,Almaty Region,Temp_min_sep_std,3.800862055427304,MPI-ESM1-2-HR,3.874281338453699,MRI-ESM2-0,4.052034378960913,GFDL-ESM4,"(3.8501486140122045, 3.9227220765207607)"
256,Altai Republic,Temp_min_sep_std,2.679621088417438,EC-Earth3-Veg,2.813750495693929,UKESM1-0-LL,2.9260326104519048,ACCESS-CM2,"(2.783445748397327, 2.8680796918888887)"
257,Altai krai,Temp_min_sep_std,1.010309966689017,GISS-E2-1-G,1.065388304844439,MRI-ESM2-0,1.221335604110904,GFDL-ESM4,"(1.0432177466977874, 1.1127621658153601)"
258,Altay Prefecture,Temp_min_sep_std,4.251238395126803,GISS-E2-1-G,4.3678318981106825,INM-CM5-0,4.492978994380363,ACCESS-CM2,"(4.312305137464354, 4.394607540330532)"
259,BayanUlgii,Temp_min_sep_std,2.585152690459583,EC-Earth3-Veg,2.63372512883428,INM-CM5-0,2.788422069209892,UKESM1-0-LL,"(2.6163226146932623, 2.6848100434327073)"
260,Bortala Mongol AP,Temp_min_sep_std,5.762000353155946,UKESM1-0-LL,5.802034012617438,ACCESS-CM2,5.876611008954594,EC-Earth3-Veg,"(5.78881763649898, 5.832507695015689)"
261,Changji Hui AP,Temp_min_sep_std,4.072221666388256,GISS-E2-1-G,4.10182375570046,INM-CM5-0,4.194312694624604,HadGEM3-GC31-LL,"(4.0932148457209765, 4.141809747031)"
262,East Kazakhstan Region,Temp_min_sep_std,2.204713041525299,UKESM1-0-LL,2.2709244805783357,EC-Earth3-Veg,2.347358288927782,ACCESS-CM2,"(2.24857236125484, 2.2977653693112905)"
263,Govi-Altai,Temp_min_sep_std,3.1125473479073142,MPI-ESM1-2-HR,3.191825929767315,UKESM1-0-LL,3.300645763184072,GFDL-ESM4,"(3.161380391299698, 3.2281694549101942)"
264,Ili Kazakh Autonomous Prefecture,Temp_min_sep_std,5.0146255286496615,GISS-E2-1-G,5.096022012001392,BCC-CSM2-MR,5.185780968621128,GFDL-ESM4,"(5.066246095590257, 5.132084560990846)"
265,Khovd,Temp_min_sep_std,3.1918687501785614,HadGEM3-GC31-LL,3.268093928700919,GISS-E2-1-G,3.411552296251219,GFDL-ESM4,"(3.2539007549746257, 3.322962056983502)"
266,Pavlodar Region,Temp_min_sep_std,0.5241886513999464,HadGEM3-GC31-LL,0.5496998634434448,MIROC6,0.5822624979965533,GFDL-ESM4,"(0.5400307156734541, 0.5612247356675282)"
267,Tyva Republic,Temp_min_sep_std,2.5263230860382198,UKESM1-0-LL,2.591855199444266,HadGEM3-GC31-LL,2.658850102108054,GISS-E2-1-G,"(2.569981849117221, 2.6140765657513625)"
268,Uvs,Temp_min_sep_std,2.6006607158554025,UKESM1-0-LL,2.6429164340983657,FIO-ESM-2-0,2.7203158889334653,EC-Earth3-Veg,"(2.633559291924471, 2.6757966883751636)"
269,Zavkhan,Temp_min_sep_std,2.85579488050484,BCC-CSM2-MR,2.9648922418794044,FIO-ESM-2-0,3.1586356750805527,INM-CM5-0,"(2.921398489422804, 3.017373005123528)"
270,Almaty Region,Temp_min_oct,0.9827389597754552,BCC-CSM2-MR,1.6251585090874991,FIO-ESM-2-0,2.6857396167223624,UKESM1-0-LL,"(1.4537315099279873, 2.081496412409896)"
271,Altai Republic,Temp_min_oct,-6.58483460600616,CMCC-ESM2,-5.654575892857143,MIROC6,-3.733045224955999,UKESM1-0-LL,"(-5.951737494419584, -4.989384316905642)"
272,Altai krai,Temp_min_oct,-0.8562611572398631,CMCC-ESM2,0.0626741418653689,GISS-E2-1-G,1.7377849504338858,UKESM1-0-LL,"(-0.20552055147174855, 0.6014555775449857)"
273,Altay Prefecture,Temp_min_oct,-1.7111992945326278,BCC-CSM2-MR,-0.8371881594072814,FIO-ESM-2-0,0.389027413627488,UKESM1-0-LL,"(-1.0061828291035817, -0.2251717107982053)"
274,BayanUlgii,Temp_min_oct,-9.591764826818885,CMCC-ESM2,-8.774736963041796,MIROC6,-7.351888423955108,UKESM1-0-LL,"(-9.012233921775614, -8.237997067001473)"
275,Bortala Mongol AP,Temp_min_oct,-1.1247660636306924,BCC-CSM2-MR,-0.3094198758796982,FIO-ESM-2-0,0.5248285151985534,HadGEM3-GC31-LL,"(-0.6524976512067103, -0.03153707259841465)"
276,Changji Hui AP,Temp_min_oct,0.8989942347613684,BCC-CSM2-MR,2.00027238153552,FIO-ESM-2-0,3.002640320489313,UKESM1-0-LL,"(1.6870520693496671, 2.4349222334996865)"
277,East Kazakhstan Region,Temp_min_oct,-1.5360837780174583,BCC-CSM2-MR,-0.7384382782627289,INM-CM5-0,0.657531676865315,UKESM1-0-LL,"(-1.0457697726047817, -0.2882318177542422)"
278,Govi-Altai,Temp_min_oct,-4.115767840485074,BCC-CSM2-MR,-3.15312354244403,FIO-ESM-2-0,-1.7403518123667376,UKESM1-0-LL,"(-3.3498639359804816, -2.5243496244795818)"
279,Ili Kazakh Autonomous Prefecture,Temp_min_oct,-1.2819016647081176,BCC-CSM2-MR,-0.3324813791235082,FIO-ESM-2-0,0.6457103376210312,UKESM1-0-LL,"(-0.5976604227060522, 0.11711894812221912)"
280,Khovd,Temp_min_oct,-4.738933805717054,BCC-CSM2-MR,-3.79122077882752,FIO-ESM-2-0,-2.451221081637597,UKESM1-0-LL,"(-4.025138732796638, -3.166650164322473)"
281,Pavlodar Region,Temp_min_oct,-0.2069592036139038,CMCC-ESM2,0.3973013330306391,MIROC6,2.112494770638546,UKESM1-0-LL,"(0.22448272097794475, 0.9607473115449803)"
282,Tyva Republic,Temp_min_oct,-9.301000451424716,CMCC-ESM2,-8.214969318001428,GISS-E2-1-G,-6.106683194102707,UKESM1-0-LL,"(-8.643821524795376, -7.484360580622025)"
283,Uvs,Temp_min_oct,-5.852425162825651,CMCC-ESM2,-4.808897873872746,MIROC6,-3.1834671295716435,UKESM1-0-LL,"(-5.21616308271233, -4.294285488709362)"
284,Zavkhan,Temp_min_oct,-9.146299707252307,BCC-CSM2-MR,-8.101393136209298,MIROC6,-7.109872888734111,UKESM1-0-LL,"(-8.554041870529938, -7.725219713806849)"
285,Almaty Region,Temp_min_oct_std,3.509693214097956,FIO-ESM-2-0,3.5833575446188206,CMCC-ESM2,3.663611698988741,INM-CM5-0,"(3.5646034435989327, 3.6184263834689885)"
286,Altai Republic,Temp_min_oct_std,3.382557408372732,ACCESS-CM2,3.477621014795913,HadGEM3-GC31-LL,3.6965297759479134,EC-Earth3-Veg,"(3.4375037618782143, 3.5318925703287123)"
287,Altai krai,Temp_min_oct_std,0.7815279073241096,GFDL-ESM4,0.8219358901875645,FIO-ESM-2-0,1.0033451741707209,BCC-CSM2-MR,"(0.8006009405579261, 0.8714683092796104)"
288,Altay Prefecture,Temp_min_oct_std,4.090908127118402,GFDL-ESM4,4.205495300909578,FIO-ESM-2-0,4.37713038689196,CMCC-ESM2,"(4.15567070081687, 4.246626992319914)"
289,BayanUlgii,Temp_min_oct_std,2.5346190501498347,GFDL-ESM4,2.590967366144536,ACCESS-CM2,2.6975486786767653,UKESM1-0-LL,"(2.5715197825567406, 2.624405910931607)"
290,Bortala Mongol AP,Temp_min_oct_std,5.326455982807589,BCC-CSM2-MR,5.391450233715146,MIROC6,5.439634462687796,EC-Earth3-Veg,"(5.372710169024909, 5.409073112630999)"
